customer_id,age,tenure_months,customer_segment,historical_orders,historical_revenue,avg_order_value,days_since_last_purchase,website_visits,email_opens,email_clicks,previous_campaign_response,treatment_received,discount_percentage,purchase,purchase_value,discount_cost,net_revenue,true_baseline_purchase_probability,true_treatment_purchase_probability,true_ite,true_treatment_probability
76155,29,36,standard,5,127.83,29.93,35,6,14,2,1,0,0.0,0,0.0,0.0,0.0,0.1088408506,0.1088408506,0.0,0.2818555863
76156,38,19,standard,6,306.93,48.68,54,10,2,1,1,0,0.0,0,0.0,0.0,0.0,0.097018377,0.097018377,0.0,0.2878431954
76157,27,22,premium,5,1343.49,279.96,8,11,9,2,1,1,0.15,0,0.0,0.0,0.0,0.3675392506,0.5768204432,0.2092811926,0.735256383
76158,32,43,standard,6,651.99,95.31,20,7,5,0,0,1,0.15,0,0.0,0.0,0.0,0.2445960451,0.3882346088,0.1436385637,0.4536372999
76159,60,12,standard,1,156.41,110.95,53,8,3,0,1,0,0.0,0,0.0,0.0,0.0,0.1644489528,0.1644489528,0.0,0.2493132236
76160,34,44,standard,7,887.98,99.26,54,12,5,1,1,1,0.15,0,0.0,0.0,0.0,0.1430816071,0.2461682996,0.1030866926,0.3849565771
76161,38,56,standard,7,749.03,135.77,34,9,8,3,1,0,0.0,0,0.0,0.0,0.0,0.2450194686,0.2450194686,0.0,0.4405169133
76162,18,43,premium,4,411.2,116.38,21,14,5,3,1,1,0.2,1,142.2,28.44,113.76,0.1654326286,0.4198442193,0.2544115907,0.4685288366
76163,41,93,budget,5,199.34,43.14,16,6,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1865043359,0.1865043359,0.0,0.2251086337
76164,58,68,standard,2,137.19,74.39,17,4,2,1,1,0,0.0,0,0.0,0.0,0.0,0.3124982464,0.3124982464,0.0,0.3099789558
76165,27,29,premium,12,1996.09,149.75,109,9,8,2,0,0,0.0,0,0.0,0.0,0.0,0.0765887182,0.0765887182,0.0,0.4245340124
76166,48,42,vip,6,836.38,171.22,6,10,11,2,1,1,0.2,1,244.2,48.84,195.36,0.5403219124,0.8858675182,0.3455456057,0.7106250101
76167,29,33,budget,2,59.56,28.38,39,6,7,0,0,0,0.0,0,0.0,0.0,0.0,0.0329382743,0.0329382743,0.0,0.1154437378
76168,18,60,premium,5,569.54,108.49,63,9,8,0,0,1,0.15,1,127.02,19.05,107.97,0.1258190233,0.2207709785,0.0949519551,0.3362389015
76169,31,64,premium,6,345.43,62.55,85,9,5,3,1,0,0.0,0,0.0,0.0,0.0,0.0843571398,0.0843571398,0.0,0.2290414435
76170,28,34,budget,7,247.84,45.46,21,8,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0702378252,0.0702378252,0.0,0.2283538784
76171,37,12,budget,1,29.79,32.37,21,1,4,1,0,0,0.0,0,0.0,0.0,0.0,0.0603520889,0.0603520889,0.0,0.1519022211
76172,33,39,standard,4,154.82,46.99,25,6,4,1,0,1,0.1,1,65.53,6.55,58.98,0.117653731,0.184509662,0.066855931,0.2679894742
76173,25,6,standard,8,356.44,59.65,40,10,7,1,1,0,0.0,0,0.0,0.0,0.0,0.1363340971,0.1363340971,0.0,0.4211256868
76174,42,8,standard,4,316.53,65.83,39,8,7,2,1,0,0.0,0,0.0,0.0,0.0,0.1087293813,0.1087293813,0.0,0.3019931207
76175,49,11,premium,4,500.81,115.99,42,10,12,3,1,0,0.0,0,0.0,0.0,0.0,0.2262450963,0.2262450963,0.0,0.4418244321
76176,43,27,standard,6,445.34,74.82,15,11,11,1,0,0,0.0,1,40.97,0.0,40.97,0.2420944671,0.2420944671,0.0,0.4228462436
76177,38,12,premium,4,424.14,129.99,110,16,11,1,0,0,0.0,0,0.0,0.0,0.0,0.0409160969,0.0409160969,0.0,0.1655153668
76178,35,30,budget,2,123.04,87.52,21,2,1,0,0,0,0.0,0,0.0,0.0,0.0,0.079671163,0.079671163,0.0,0.1862607409
76179,42,43,standard,4,531.37,155.63,26,7,4,2,1,1,0.15,0,0.0,0.0,0.0,0.3162913959,0.4864837853,0.1701923894,0.4647843447
76180,30,49,standard,6,669.82,102.3,26,8,7,0,0,0,0.0,0,0.0,0.0,0.0,0.2907884241,0.2907884241,0.0,0.4792307637
76181,45,40,budget,5,218.51,57.56,52,2,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0781962628,0.0781962628,0.0,0.1517854537
76182,22,14,standard,3,297.2,118.14,65,7,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0529542402,0.0529542402,0.0,0.2103819866
76183,18,22,budget,1,56.26,56.29,80,7,3,2,0,0,0.0,0,0.0,0.0,0.0,0.0310819269,0.0310819269,0.0,0.1134469774
76184,43,78,standard,3,261.71,95.82,26,8,5,0,0,1,0.15,1,62.24,9.34,52.9,0.3159303619,0.4574665259,0.1415361639,0.3376416776
76185,24,20,standard,1,95.94,99.1,42,9,7,1,0,0,0.0,0,0.0,0.0,0.0,0.0534891913,0.0534891913,0.0,0.1879198036
76186,28,37,budget,2,93.54,53.74,7,9,4,2,0,0,0.0,1,51.81,0.0,51.81,0.1362649447,0.1362649447,0.0,0.2768876529
76187,25,18,premium,6,1092.76,164.94,45,5,6,0,1,0,0.0,0,0.0,0.0,0.0,0.0921801736,0.0921801736,0.0,0.4396993131
76188,43,68,budget,1,94.8,71.14,16,4,7,2,0,0,0.0,0,0.0,0.0,0.0,0.2139750002,0.2139750002,0.0,0.22298692
76189,27,76,budget,1,61.64,57.97,4,4,3,1,0,1,0.1,1,126.12,12.61,113.51,0.227063004,0.3206456834,0.0935826793,0.27540829
76190,51,38,vip,6,794.49,114.97,14,12,12,2,1,1,0.15,1,89.6,13.44,76.16,0.4534921764,0.6527295045,0.1992373281,0.6539514908
76191,44,37,standard,4,280.11,71.08,51,9,6,0,1,1,0.05,0,0.0,0.0,0.0,0.1002447601,0.1246908187,0.0244460586,0.2353098201
76192,39,55,standard,10,469.19,49.18,65,10,9,3,0,1,0.2,0,0.0,0.0,0.0,0.1746865716,0.3109059347,0.1362193631,0.3012608659
76193,54,39,standard,9,755.74,99.22,45,5,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1636023042,0.1636023042,0.0,0.3114244356
76194,26,21,premium,2,194.65,86.66,14,8,12,2,0,0,0.0,0,0.0,0.0,0.0,0.1034627632,0.1034627632,0.0,0.3251988479
76195,37,17,vip,4,409.98,140.71,10,13,17,1,0,1,0.2,0,0.0,0.0,0.0,0.2608040814,0.531164402,0.2703603205,0.537675304
76196,18,14,budget,2,118.33,59.58,6,5,4,0,0,1,0.05,0,0.0,0.0,0.0,0.0646449076,0.0949754261,0.0303305185,0.2393534837
76197,30,46,vip,9,2743.08,265.38,121,15,11,1,0,1,0.2,0,0.0,0.0,0.0,0.2280009484,0.3093203649,0.0813194165,0.6721132102
76198,22,50,standard,6,161.02,33.62,33,9,9,3,0,0,0.0,0,0.0,0.0,0.0,0.1418354635,0.1418354635,0.0,0.3140613275
76199,46,38,premium,7,525.37,83.69,18,17,13,3,1,0,0.0,1,102.23,0.0,102.23,0.4803040456,0.4803040456,0.0,0.6253667109
76200,50,101,premium,9,391.56,38.8,43,9,12,1,1,0,0.0,0,0.0,0.0,0.0,0.2916454106,0.2916454106,0.0,0.3457338822
76201,33,55,standard,4,317.82,80.78,22,5,13,1,1,0,0.0,0,0.0,0.0,0.0,0.2219480766,0.2219480766,0.0,0.3732869133
76202,61,103,premium,11,1210.67,123.19,33,14,9,0,1,1,0.15,0,0.0,0.0,0.0,0.5894438646,0.7235269573,0.1340830927,0.6059665063
76203,27,15,standard,2,151.27,83.55,14,7,7,0,1,0,0.0,0,0.0,0.0,0.0,0.1040504898,0.1040504898,0.0,0.3214376384
76204,23,35,standard,3,145.51,48.41,31,8,6,0,0,1,0.15,1,73.38,11.01,62.37,0.0890658086,0.203652377,0.1145865684,0.2559012359
76205,30,8,vip,1,178.87,152.27,52,13,4,2,0,0,0.0,0,0.0,0.0,0.0,0.0499701093,0.0499701093,0.0,0.2358767059
76206,40,78,budget,5,1007.49,192.67,31,6,4,1,0,0,0.0,1,142.96,0.0,142.96,0.2316449319,0.2316449319,0.0,0.347701883
76207,46,3,standard,0,0.0,47.91,17,5,9,1,1,0,0.0,0,0.0,0.0,0.0,0.2270922319,0.2270922319,0.0,0.3353417491
76208,45,8,premium,3,567.73,191.53,18,9,6,0,0,1,0.2,1,272.42,54.48,217.94,0.2414488704,0.4766630333,0.2352141629,0.4765733919
76209,32,51,premium,7,466.4,75.61,15,8,11,0,0,1,0.15,0,0.0,0.0,0.0,0.2871809814,0.4447007624,0.157519781,0.4917560469
76210,48,14,standard,3,233.73,80.29,53,5,10,2,0,0,0.0,0,0.0,0.0,0.0,0.1440556908,0.1440556908,0.0,0.2537171473
76211,30,51,vip,5,885.77,134.78,29,8,10,0,0,1,0.1,0,0.0,0.0,0.0,0.3059663393,0.3910809163,0.085114577,0.5743874203
76212,68,61,premium,8,1062.25,142.42,28,15,8,1,1,0,0.0,0,0.0,0.0,0.0,0.565629651,0.565629651,0.0,0.6177070298
76213,48,24,vip,8,509.38,70.86,31,11,14,4,1,1,0.15,0,0.0,0.0,0.0,0.2093861476,0.3464510539,0.1370649063,0.481102015
76214,18,69,standard,2,150.45,78.81,51,8,9,1,0,0,0.0,0,0.0,0.0,0.0,0.1146746898,0.1146746898,0.0,0.2290769984
76215,31,27,budget,2,40.15,31.36,43,2,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0509952764,0.0509952764,0.0,0.1363617023
76216,28,11,premium,4,427.38,96.27,50,11,9,2,0,0,0.0,0,0.0,0.0,0.0,0.0824045895,0.0824045895,0.0,0.3141408939
76217,59,36,standard,2,156.81,81.88,8,7,8,2,1,0,0.0,1,42.72,0.0,42.72,0.2295095112,0.2295095112,0.0,0.313661748
76218,26,57,standard,3,369.98,110.57,16,8,8,0,1,0,0.0,0,0.0,0.0,0.0,0.1570154285,0.1570154285,0.0,0.3533839224
76219,18,41,premium,5,519.1,102.6,9,6,10,1,1,0,0.0,0,0.0,0.0,0.0,0.1944719558,0.1944719558,0.0,0.5132346311
76220,47,71,budget,5,591.36,97.88,87,6,8,0,1,1,0.05,0,0.0,0.0,0.0,0.1540048046,0.1725242014,0.0185193968,0.2063015638
76221,18,13,standard,1,36.85,40.22,43,6,6,2,1,1,0.15,0,0.0,0.0,0.0,0.0694752033,0.2051561574,0.1356809542,0.2468169386
76222,32,120,standard,6,512.57,88.8,43,7,3,0,0,0,0.0,0,0.0,0.0,0.0,0.1673130387,0.1673130387,0.0,0.240328896
76223,45,69,budget,4,690.11,135.93,23,8,5,1,1,0,0.0,0,0.0,0.0,0.0,0.3671662853,0.3671662853,0.0,0.4297315138
76224,32,45,budget,4,406.42,100.18,9,4,7,0,1,0,0.0,1,262.91,0.0,262.91,0.174809691,0.174809691,0.0,0.344614043
76225,52,24,premium,9,572.72,65.1,12,9,7,1,0,0,0.0,0,0.0,0.0,0.0,0.2052839022,0.2052839022,0.0,0.4339570172
76226,40,61,standard,6,539.48,79.82,3,8,6,2,1,0,0.0,0,0.0,0.0,0.0,0.4075870871,0.4075870871,0.0,0.5373381784
76227,26,9,budget,0,0.0,48.42,28,5,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0498062234,0.0498062234,0.0,0.1536304893
76228,39,27,budget,5,141.36,27.05,52,3,3,1,0,0,0.0,0,0.0,0.0,0.0,0.0731090936,0.0731090936,0.0,0.1676839501
76229,55,40,standard,4,264.56,65.82,27,3,4,1,0,0,0.0,1,70.51,0.0,70.51,0.254499628,0.254499628,0.0,0.312227336
76230,39,45,budget,4,180.09,45.23,15,6,8,0,0,1,0.05,0,0.0,0.0,0.0,0.1199442732,0.1447972535,0.0248529803,0.2267562414
76231,42,24,premium,5,1036.5,180.63,33,9,10,1,1,1,0.15,0,0.0,0.0,0.0,0.2461069574,0.3832899231,0.1371829658,0.5434377515
76232,41,42,budget,3,259.65,99.01,33,3,1,0,0,0,0.0,0,0.0,0.0,0.0,0.1141711348,0.1141711348,0.0,0.207773716
76233,28,120,premium,13,1313.04,77.01,14,12,8,2,0,1,0.2,1,77.5,15.5,62.0,0.4983022548,0.7000419899,0.2017397351,0.6490682892
76234,18,16,standard,7,391.79,64.97,31,5,9,1,1,1,0.15,0,0.0,0.0,0.0,0.0847920046,0.2118920773,0.1271000726,0.3530133064
76235,40,31,premium,9,1278.25,120.66,12,7,5,1,0,1,0.15,1,112.15,16.82,95.33,0.4381609075,0.6093458368,0.1711849293,0.6970417087
76236,52,62,standard,7,325.83,49.09,6,9,8,3,1,0,0.0,1,22.6,0.0,22.6,0.3980917481,0.3980917481,0.0,0.4618271353
76237,43,18,premium,5,520.82,108.93,39,14,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1450762202,0.1450762202,0.0,0.3698742719
76238,21,32,budget,3,257.03,89.42,52,2,3,2,0,0,0.0,1,87.77,0.0,87.77,0.0446492427,0.0446492427,0.0,0.1541701955
76239,41,37,standard,10,1201.34,127.09,6,11,10,0,1,1,0.1,0,0.0,0.0,0.0,0.3075085403,0.3964841968,0.0889756565,0.6081200724
76240,47,32,standard,6,526.71,80.29,13,9,3,1,0,0,0.0,0,0.0,0.0,0.0,0.183625123,0.183625123,0.0,0.3704511986
76241,49,32,premium,11,1174.87,110.37,79,8,6,1,0,1,0.15,0,0.0,0.0,0.0,0.1772162476,0.2484130716,0.071196824,0.4074640002
76242,43,49,budget,5,195.27,41.81,90,8,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0411768643,0.0411768643,0.0,0.0943439146
76243,39,32,standard,4,345.05,90.9,21,4,5,0,1,1,0.1,0,0.0,0.0,0.0,0.1592354241,0.2392437512,0.0800083271,0.3434599241
76244,29,30,standard,3,115.92,49.7,19,8,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0622677238,0.0622677238,0.0,0.2144790619
76245,34,48,premium,7,557.37,95.44,27,11,10,1,1,1,0.2,1,89.08,17.82,71.26,0.2597377479,0.4984096092,0.2386718613,0.5025147383
76246,47,48,premium,10,756.44,85.67,57,11,4,1,0,1,0.1,0,0.0,0.0,0.0,0.1583024963,0.2065076162,0.0482051199,0.3507736544
76247,27,5,premium,6,424.79,73.31,52,7,7,0,0,1,0.2,0,0.0,0.0,0.0,0.0694516605,0.2066818036,0.1372301431,0.3058202804
76248,27,36,standard,2,118.06,48.99,43,15,10,1,0,0,0.0,0,0.0,0.0,0.0,0.0764224869,0.0764224869,0.0,0.2131634726
76249,44,71,standard,5,555.02,89.19,9,8,9,2,1,1,0.1,1,101.72,10.17,91.55,0.3671861671,0.4659874476,0.0988012805,0.4679946813
76250,40,26,premium,10,720.27,68.55,29,7,9,0,1,0,0.0,0,0.0,0.0,0.0,0.1479791753,0.1479791753,0.0,0.4404233819
76251,52,56,premium,15,1490.29,108.99,44,10,8,0,1,0,0.0,0,0.0,0.0,0.0,0.5683201009,0.5683201009,0.0,0.7188342447
76252,46,21,budget,4,83.04,27.81,9,3,2,0,0,0,0.0,0,0.0,0.0,0.0,0.1518853403,0.1518853403,0.0,0.262106391
76253,30,17,budget,2,141.45,77.31,27,2,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0907161714,0.0907161714,0.0,0.2159236065
76254,53,56,standard,2,61.95,39.47,85,10,7,3,0,1,0.1,0,0.0,0.0,0.0,0.0779901459,0.1136240328,0.0356338869,0.1142403263
76255,40,24,budget,2,216.86,116.59,45,8,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0837000298,0.0837000298,0.0,0.1843794504
76256,44,44,budget,7,1011.31,131.18,33,1,4,0,1,0,0.0,0,0.0,0.0,0.0,0.2289371188,0.2289371188,0.0,0.3970381997
76257,32,33,standard,9,552.28,62.85,14,11,9,1,0,0,0.0,0,0.0,0.0,0.0,0.1783365014,0.1783365014,0.0,0.4254286104
76258,42,17,standard,8,327.97,43.7,27,9,6,0,0,1,0.15,1,35.05,5.26,29.79,0.1641405466,0.291094646,0.1269540993,0.3584201167
76259,31,10,premium,5,379.15,68.11,25,7,7,1,1,1,0.15,0,0.0,0.0,0.0,0.1138396881,0.2536409634,0.1398012753,0.4003215634
76260,18,49,vip,8,855.2,114.03,74,10,14,1,0,0,0.0,0,0.0,0.0,0.0,0.0802143505,0.0802143505,0.0,0.3533074272
76261,56,50,premium,8,1256.48,153.95,7,15,9,1,1,1,0.15,1,149.38,22.41,126.97,0.4772648583,0.6465702452,0.1693053869,0.6717925605
76262,27,96,premium,18,1784.09,94.46,51,8,10,2,0,0,0.0,0,0.0,0.0,0.0,0.4050837572,0.4050837572,0.0,0.6559826662
76263,30,39,standard,6,658.13,102.08,88,7,5,1,1,0,0.0,0,0.0,0.0,0.0,0.0993156523,0.0993156523,0.0,0.2791367431
76264,29,21,standard,5,382.82,82.82,14,9,7,0,0,0,0.0,1,126.17,0.0,126.17,0.2844648254,0.2844648254,0.0,0.5013261477
76265,56,46,standard,8,289.32,48.38,67,7,7,0,0,0,0.0,0,0.0,0.0,0.0,0.1959035567,0.1959035567,0.0,0.251839515
76266,42,34,budget,3,219.09,69.81,26,9,2,0,0,1,0.1,0,0.0,0.0,0.0,0.2085475768,0.2940550108,0.085507434,0.306944117
76267,43,10,vip,5,1263.03,249.27,35,13,9,1,1,0,0.0,0,0.0,0.0,0.0,0.3428679499,0.3428679499,0.0,0.6912562565
76268,47,42,standard,0,0.0,136.05,23,3,6,0,0,1,0.15,0,0.0,0.0,0.0,0.1494501624,0.2657059362,0.1162557738,0.1941046784
76269,45,37,premium,8,425.88,50.35,16,11,6,0,1,1,0.2,1,62.8,12.56,50.24,0.4131342856,0.727166458,0.3140321724,0.585324564
76270,39,33,standard,6,434.22,76.11,60,8,15,1,0,0,0.0,0,0.0,0.0,0.0,0.0786817983,0.0786817983,0.0,0.214112815
76271,38,18,standard,4,262.07,57.39,17,6,1,1,0,1,0.1,0,0.0,0.0,0.0,0.1550439738,0.2377341803,0.0826902064,0.348171838
76272,53,33,budget,2,209.71,102.16,15,6,1,1,0,1,0.1,0,0.0,0.0,0.0,0.2492095335,0.3374460332,0.0882364998,0.3010323694
76273,23,18,standard,8,557.46,61.61,46,9,7,0,1,1,0.05,1,36.89,1.84,35.05,0.0434371869,0.0627954298,0.0193582429,0.265122016
76274,27,87,standard,5,178.31,32.5,9,8,6,1,0,1,0.05,1,40.27,2.01,38.26,0.1690444158,0.1977762348,0.028731819,0.292270097
76275,44,20,standard,4,283.01,65.83,36,9,8,1,0,1,0.1,0,0.0,0.0,0.0,0.120479128,0.1818073827,0.0613282548,0.2699900685
76276,40,36,budget,3,96.33,33.55,64,6,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0624857733,0.0624857733,0.0,0.1325142354
76277,33,67,premium,11,826.96,86.15,26,9,9,2,1,1,0.2,0,0.0,0.0,0.0,0.3332134969,0.5692867428,0.236073246,0.5699718311
76278,63,20,standard,2,270.2,99.35,8,4,7,0,1,0,0.0,0,0.0,0.0,0.0,0.2177587388,0.2177587388,0.0,0.3213934636
76279,23,120,standard,1,111.63,148.87,50,5,8,0,1,0,0.0,0,0.0,0.0,0.0,0.1197234475,0.1197234475,0.0,0.1686672949
76280,37,29,standard,5,377.87,76.51,21,15,14,1,0,0,0.0,0,0.0,0.0,0.0,0.28151853,0.28151853,0.0,0.4525879208
76281,39,40,budget,4,137.18,36.37,67,6,3,0,0,0,0.0,1,36.58,0.0,36.58,0.1232014593,0.1232014593,0.0,0.1956356962
76282,32,31,standard,3,436.79,123.43,30,5,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1105938032,0.1105938032,0.0,0.2884639649
76283,29,120,premium,12,1863.2,115.73,49,13,9,0,0,0,0.0,1,73.84,0.0,73.84,0.5281357024,0.5281357024,0.0,0.683724306
76284,33,50,premium,4,512.18,125.55,19,11,7,1,0,0,0.0,1,186.43,0.0,186.43,0.1718378072,0.1718378072,0.0,0.3905627937
76285,54,34,budget,0,0.0,92.19,41,4,1,0,0,0,0.0,1,106.82,0.0,106.82,0.1531724349,0.1531724349,0.0,0.1648336602
76286,32,53,budget,3,135.34,37.81,56,2,4,4,0,0,0.0,0,0.0,0.0,0.0,0.0863142804,0.0863142804,0.0,0.1559581985
76287,41,8,standard,1,104.71,76.38,31,13,6,0,0,0,0.0,0,0.0,0.0,0.0,0.126896126,0.126896126,0.0,0.2697927076
76288,30,23,budget,0,0.0,51.85,33,1,3,2,1,0,0.0,0,0.0,0.0,0.0,0.0609857354,0.0609857354,0.0,0.1496454104
76289,44,60,budget,3,171.0,49.11,33,1,2,0,1,0,0.0,1,65.81,0.0,65.81,0.174076944,0.174076944,0.0,0.2270549805
76290,48,80,budget,6,421.67,62.65,43,5,5,2,1,0,0.0,0,0.0,0.0,0.0,0.2644433546,0.2644433546,0.0,0.2913665352
76291,34,39,standard,4,351.46,81.83,14,9,13,1,0,0,0.0,0,0.0,0.0,0.0,0.176413491,0.176413491,0.0,0.3534642042
76292,44,14,premium,3,404.46,110.7,126,10,8,1,0,1,0.05,0,0.0,0.0,0.0,0.0347283574,0.0452186416,0.0104902842,0.1236943675
76293,35,8,standard,9,845.14,85.47,24,5,7,4,0,0,0.0,1,53.72,0.0,53.72,0.1827045719,0.1827045719,0.0,0.4736303112
76294,37,48,vip,3,558.48,170.66,12,12,10,1,1,1,0.15,0,0.0,0.0,0.0,0.3341674472,0.5289027606,0.1947353134,0.5738948408
76295,41,34,standard,4,508.46,103.31,129,8,6,2,0,0,0.0,0,0.0,0.0,0.0,0.0366630667,0.0366630667,0.0,0.1085653388
76296,39,78,budget,4,465.83,115.39,70,4,5,2,0,0,0.0,1,149.42,0.0,149.42,0.1365263202,0.1365263202,0.0,0.1826443298
76297,39,9,standard,3,339.06,120.4,22,7,8,0,0,0,0.0,0,0.0,0.0,0.0,0.1321831088,0.1321831088,0.0,0.322233966
76298,20,31,standard,6,361.02,70.49,62,10,10,1,1,1,0.05,0,0.0,0.0,0.0,0.0634414571,0.0871072414,0.0236657842,0.2592563905
76299,22,13,premium,7,982.17,153.55,26,8,9,0,1,1,0.1,0,0.0,0.0,0.0,0.1845380605,0.2763366896,0.091798629,0.5908362509
76300,18,52,vip,8,926.7,116.26,20,7,8,2,1,0,0.0,0,0.0,0.0,0.0,0.1951030178,0.1951030178,0.0,0.5877750027
76301,21,38,standard,5,436.54,71.25,78,5,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0261982192,0.0261982192,0.0,0.1360497847
76302,41,20,premium,5,455.52,99.4,29,4,10,1,0,1,0.1,0,0.0,0.0,0.0,0.1168283864,0.1706174052,0.0537890188,0.3222098973
76303,32,15,standard,5,651.86,131.42,51,4,6,1,1,0,0.0,0,0.0,0.0,0.0,0.1532789687,0.1532789687,0.0,0.3954586193
76304,29,27,standard,6,231.71,45.83,9,8,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1145518151,0.1145518151,0.0,0.3273753266
76305,56,106,budget,5,299.61,47.74,18,5,7,0,1,0,0.0,0,0.0,0.0,0.0,0.5018240964,0.5018240964,0.0,0.3617805259
76306,49,108,standard,12,374.7,34.28,41,8,3,1,0,0,0.0,0,0.0,0.0,0.0,0.3168539232,0.3168539232,0.0,0.3111500159
76307,19,16,premium,1,77.58,86.89,15,10,13,1,0,0,0.0,0,0.0,0.0,0.0,0.0875100569,0.0875100569,0.0,0.3081993632
76308,26,32,budget,5,233.95,47.27,22,6,4,1,1,0,0.0,0,0.0,0.0,0.0,0.0984025428,0.0984025428,0.0,0.2840649798
76309,26,47,standard,4,295.29,73.42,23,8,8,0,0,0,0.0,0,0.0,0.0,0.0,0.1955130279,0.1955130279,0.0,0.3690338201
76310,37,14,standard,4,308.66,84.41,39,9,10,2,0,1,0.15,1,112.06,16.81,95.25,0.1438174757,0.2686218703,0.1248043946,0.3218728315
76311,22,28,premium,7,1760.06,268.95,67,9,11,1,0,1,0.1,0,0.0,0.0,0.0,0.2388703825,0.2965999455,0.0577295631,0.630714971
76312,29,24,budget,0,0.0,121.97,33,3,2,0,0,0,0.0,0,0.0,0.0,0.0,0.042962098,0.042962098,0.0,0.1204692023
76313,41,37,standard,1,93.5,82.8,27,9,13,1,0,0,0.0,0,0.0,0.0,0.0,0.126711133,0.126711133,0.0,0.2255033307
76314,35,16,premium,8,863.28,106.14,5,5,10,0,0,1,0.2,1,141.75,28.35,113.4,0.3593453724,0.6465319851,0.2871866128,0.6422288441
76315,22,50,standard,2,145.49,72.44,12,7,7,1,0,0,0.0,0,0.0,0.0,0.0,0.1626789918,0.1626789918,0.0,0.3253162742
76316,37,54,standard,6,234.23,50.96,11,7,8,2,1,0,0.0,0,0.0,0.0,0.0,0.1933019134,0.1933019134,0.0,0.3610201682
76317,37,11,standard,3,171.49,55.34,34,6,7,2,0,0,0.0,0,0.0,0.0,0.0,0.075278355,0.075278355,0.0,0.2254727371
76318,38,24,vip,9,949.41,105.06,14,11,11,4,0,1,0.2,1,144.45,28.89,115.56,0.3211793069,0.5634346025,0.2422552956,0.6473446245
76319,21,26,premium,7,403.66,69.41,52,6,11,1,1,1,0.15,0,0.0,0.0,0.0,0.0992063545,0.2150988111,0.1158924566,0.364042073
76320,47,32,standard,4,307.66,78.25,13,5,6,1,1,1,0.1,1,89.38,8.94,80.44,0.1636206293,0.24113202,0.0775113908,0.3285288982
76321,31,65,standard,9,592.18,87.7,52,13,9,0,1,0,0.0,0,0.0,0.0,0.0,0.1422328218,0.1422328218,0.0,0.3336687363
76322,23,21,premium,6,903.08,154.74,38,13,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1102894151,0.1102894151,0.0,0.4436661235
76323,37,29,standard,5,473.81,89.64,11,12,3,0,0,1,0.15,1,49.97,7.5,42.47,0.2729418001,0.4464744596,0.1735326595,0.4771522313
76324,43,36,budget,2,269.07,146.75,20,7,6,2,0,0,0.0,0,0.0,0.0,0.0,0.15629044,0.15629044,0.0,0.2536628468
76325,43,18,standard,4,368.65,107.32,22,6,3,0,0,0,0.0,0,0.0,0.0,0.0,0.1486711056,0.1486711056,0.0,0.3272085414
76326,50,18,standard,0,0.0,95.31,25,13,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1247733821,0.1247733821,0.0,0.2082425419
76327,29,26,premium,3,269.15,152.79,30,7,8,1,1,0,0.0,0,0.0,0.0,0.0,0.0697776708,0.0697776708,0.0,0.2822695086
76328,18,8,premium,6,693.88,121.57,26,13,9,0,0,1,0.2,1,221.62,44.32,177.3,0.1111582894,0.3093008583,0.1981425688,0.4698018395
76329,32,28,standard,4,170.8,41.98,15,8,6,2,1,0,0.0,0,0.0,0.0,0.0,0.2325645884,0.2325645884,0.0,0.4335671963
76330,18,19,budget,2,72.29,36.98,29,5,3,0,0,1,0.05,0,0.0,0.0,0.0,0.0636789556,0.0924870315,0.0288080759,0.2102359575
76331,27,40,budget,4,136.23,38.23,21,4,4,1,1,1,0.05,0,0.0,0.0,0.0,0.0808912826,0.1098187986,0.028927516,0.2288935006
76332,32,26,premium,5,719.36,143.2,34,8,7,2,1,1,0.15,1,161.6,24.24,137.36,0.192367633,0.3398487352,0.1474811021,0.4905298131
76333,31,57,budget,5,382.51,66.3,80,5,4,1,0,0,0.0,0,0.0,0.0,0.0,0.04593107,0.04593107,0.0,0.1233415223
76334,42,62,standard,5,366.27,79.93,20,5,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1709771877,0.1709771877,0.0,0.2891839061
76335,36,18,standard,3,78.7,29.75,72,6,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0597799239,0.0597799239,0.0,0.1626598528
76336,41,49,vip,9,832.45,108.07,84,16,13,2,0,0,0.0,0,0.0,0.0,0.0,0.1345326268,0.1345326268,0.0,0.3525466128
